agent_related,hamper_type,Creator,dependents_qty,household,preferred_contact_methods,preferred_languages,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,latitude,longitude,distance_to_center,sex_Male,status_Closed,status_Flagged,status_Outreach,status_Pending,location_cluster_1,location_cluster_2,location_cluster_3,location_cluster_4
6,1,7,6.0,1,WhatsApp,Arabic,2024-04,1,"[35, 40)",84,-6,1,4,9,30.25,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,Arabic,2024-05,1,"[35, 40)",29,-6,1,5,9,30.25,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,Arabic,2024-06,1,"[35, 40)",32,0,1,6,9,30.25,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,2,6.0,1,WhatsApp,Arabic,2024-06,1,"[35, 40)",0,0,1,6,9,30.25,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,Arabic,2024-07,1,"[35, 40)",30,0,1,7,9,30.25,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,2,6.0,1,WhatsApp,Arabic,2024-07,1,"[35, 40)",0,0,1,7,9,30.25,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,Arabic,2024-08,1,"[35, 40)",34,-1,1,8,9,30.25,,No,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
4,1,5,2.0,1,WhatsApp,Arabic,2024-01,1,"[35, 40)",80,0,1,1,6,60.2,,No,53.4834395,-113.5102203,7.264218718142088,True,False,False,False,False,False,False,False,True
4,1,5,2.0,1,WhatsApp,Arabic,2024-04,1,"[35, 40)",80,21,1,4,6,60.2,,Yes,53.4834395,-113.5102203,7.264218718142088,True,False,False,False,False,False,False,False,True
4,1,5,2.0,1,WhatsApp,Arabic,2024-04,1,"[35, 40)",16,7,1,4,6,60.2,,No,53.4834395,-113.5102203,7.264218718142088,True,False,False,False,False,False,False,False,True
4,1,5,2.0,1,WhatsApp,Arabic,2024-07,1,"[35, 40)",96,13,1,7,6,60.2,,Yes,53.4834395,-113.5102203,7.264218718142088,True,False,False,False,False,False,False,False,True
4,1,5,2.0,1,WhatsApp,Arabic,2024-08,1,"[35, 40)",29,11,1,8,6,60.2,,No,53.4834395,-113.5102203,7.264218718142088,True,False,False,False,False,False,False,False,True
3,1,4,7.0,1,WhatsApp,Arabic,2023-11,1,"[30, 35)",30,0,1,11,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2023-11,1,"[30, 35)",5,0,1,11,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2024-01,1,"[30, 35)",43,13,1,1,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2024-01,1,"[30, 35)",0,0,1,1,12,26.454545454545453,,No,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2024-03,1,"[30, 35)",67,8,1,3,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2024-03,1,"[30, 35)",0,-23,1,3,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2024-04,1,"[30, 35)",41,79,1,4,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2024-05,1,"[30, 35)",29,18,1,5,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,2,7.0,1,WhatsApp,Arabic,2024-05,1,"[30, 35)",0,18,1,5,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
4,1,5,7.0,1,WhatsApp,Arabic,2024-07,1,"[30, 35)",54,-7,1,7,12,26.454545454545453,,Yes,53.4887722,-113.5112395,6.674276702565598,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,WhatsApp,Dari,2023-11,1,"[35, 40)",0,0,1,11,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Dari,2024-01,1,"[35, 40)",42,0,1,1,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Dari,2024-02,1,"[35, 40)",30,-1,1,2,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Dari,2024-03,1,"[35, 40)",33,3,1,3,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Dari,2024-04,1,"[35, 40)",34,7,1,4,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Dari,2024-05,1,"[35, 40)",30,8,1,5,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Dari,2024-06,1,"[35, 40)",33,-20,1,6,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,2,4.0,1,WhatsApp,Dari,2024-06,1,"[35, 40)",0,-20,1,6,9,29.375,,Yes,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Dari,2024-07,1,"[35, 40)",33,-17,1,7,9,29.375,,No,53.60830070000001,-113.4506362,7.586559411570126,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2023-11,1,"[35, 40)",0,0,1,11,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2024-01,1,"[35, 40)",42,0,1,1,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2024-02,1,"[35, 40)",30,-1,1,2,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2024-03,1,"[35, 40)",33,3,1,3,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2024-04,1,"[35, 40)",35,8,1,4,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2024-05,1,"[35, 40)",30,8,1,5,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2024-06,1,"[35, 40)",33,-20,1,6,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,2,4.0,1,WhatsApp,Pashto,2024-06,1,"[35, 40)",0,-20,1,6,9,29.5,,Yes,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,WhatsApp,Pashto,2024-07,1,"[35, 40)",33,-17,1,7,9,29.5,,No,53.5826654,-113.3910774,8.509231296400262,True,False,False,False,False,False,True,False,False
3,1,4,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2023-11,1,"[30, 35)",29,-1,1,11,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2023-11,1,"[30, 35)",3,0,1,11,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2023-12,1,"[30, 35)",31,1,1,12,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-01,1,"[30, 35)",32,0,1,1,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-02,1,"[30, 35)",30,0,1,2,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-03,1,"[30, 35)",28,-1,1,3,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-04,1,"[30, 35)",31,0,1,4,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-05,1,"[30, 35)",31,1,1,5,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-05,1,"[30, 35)",0,1,1,5,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-07,1,"[30, 35)",33,-26,1,7,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-07,1,"[30, 35)",0,-26,1,7,13,23.0,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-08,1,"[30, 35)",28,-1,1,8,13,23.0,,No,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , Phone Call",Arabic,2023-11,1,"[30, 35)",33,0,1,11,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , Phone Call",Arabic,2023-12,1,"[30, 35)",28,-1,1,12,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , Phone Call",Arabic,2024-01,1,"[30, 35)",33,0,1,1,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"SMS , Phone Call",Arabic,2024-02,1,"[30, 35)",29,-136,1,2,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"SMS , Phone Call",Arabic,2024-03,1,"[30, 35)",29,-136,1,3,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"SMS , Phone Call",Arabic,2024-03,1,"[30, 35)",0,-1,1,3,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"SMS , Phone Call",Arabic,2024-05,1,"[30, 35)",33,-38,1,5,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"SMS , Phone Call",Arabic,2024-05,1,"[30, 35)",20,-13,1,5,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"SMS , Phone Call",Arabic,2024-07,1,"[30, 35)",40,-2,1,7,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,2,1.0,1,"SMS , Phone Call",Arabic,2024-07,1,"[30, 35)",0,-2,1,7,13,24.416666666666668,,Yes,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"SMS , Phone Call",Arabic,2024-08,1,"[30, 35)",48,17,1,8,13,24.416666666666668,,No,53.5931046,-113.4420809,6.515827122339212,True,False,False,False,False,False,True,False,False
4,1,5,4.0,1,SMS,Pashto,2023-11,1,"[55, 60)",34,0,1,11,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
4,1,5,4.0,1,SMS,Pashto,2024-01,1,"[55, 60)",34,0,1,1,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,Pashto,2024-02,1,"[55, 60)",39,0,1,2,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,Pashto,2024-03,1,"[55, 60)",35,7,1,3,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,Pashto,2024-04,1,"[55, 60)",30,6,1,4,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,Pashto,2024-05,1,"[55, 60)",33,3,1,5,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,Pashto,2024-07,1,"[55, 60)",42,-15,1,7,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
6,1,2,4.0,1,SMS,Pashto,2024-07,1,"[55, 60)",0,-15,1,7,10,30.666666666666668,,Yes,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,Pashto,2024-08,1,"[55, 60)",29,-1,1,8,10,30.666666666666668,,No,53.5029215,-113.6222753,9.234251648619104,True,False,False,False,False,False,False,False,False
9,1,10,4.0,1,Phone Call,Arabic,2024-02,1,"[60, 65)",122,0,1,2,3,75.0,,Yes,53.6283307,-113.4840706,8.986089700755596,True,False,False,False,False,False,True,False,False
9,1,10,4.0,1,Phone Call,Arabic,2024-03,1,"[60, 65)",28,0,1,3,3,75.0,,No,53.6283307,-113.4840706,8.986089700755596,True,False,False,False,False,False,True,False,False
9,1,10,5.0,1,WhatsApp,Arabic,2023-11,1,"[45, 50)",0,0,1,11,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,WhatsApp,Arabic,2023-12,1,"[45, 50)",33,0,1,12,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
4,1,5,5.0,1,WhatsApp,Arabic,2024-01,1,"[45, 50)",31,0,1,1,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,WhatsApp,Arabic,2024-02,1,"[45, 50)",32,0,1,2,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,WhatsApp,Arabic,2024-03,1,"[45, 50)",29,-2,1,3,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,WhatsApp,Arabic,2024-04,1,"[45, 50)",28,-4,1,4,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,WhatsApp,Arabic,2024-05,1,"[45, 50)",33,0,1,5,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,WhatsApp,Arabic,2024-06,1,"[45, 50)",26,-5,1,6,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,WhatsApp,Arabic,2024-06,1,"[45, 50)",0,-5,1,6,10,28.88888888888889,,Yes,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,WhatsApp,Arabic,2024-07,1,"[45, 50)",48,14,1,7,10,28.88888888888889,,No,53.6270946,-113.499956,8.738743043603744,True,False,False,False,False,False,True,False,False
4,1,5,1.0,1,Phone Call,Arabic,2023-11,1,"[35, 40)",0,0,1,11,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,Phone Call,Arabic,2023-12,1,"[35, 40)",32,0,1,12,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,5,1.0,1,Phone Call,Arabic,2024-01,1,"[35, 40)",36,0,1,1,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,5,1.0,1,Phone Call,Arabic,2024-02,1,"[35, 40)",35,-1,1,2,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,5,1.0,1,Phone Call,Arabic,2024-03,1,"[35, 40)",28,-1,1,3,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,5,1.0,1,Phone Call,Arabic,2024-04,1,"[35, 40)",33,2,1,4,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,5,1.0,1,Phone Call,Arabic,2024-05,1,"[35, 40)",35,5,1,5,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,2,1.0,1,Phone Call,Arabic,2024-05,1,"[35, 40)",0,5,1,5,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,5,1.0,1,Phone Call,Arabic,2024-07,1,"[35, 40)",35,-25,1,7,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,2,1.0,1,Phone Call,Arabic,2024-07,1,"[35, 40)",0,-25,1,7,11,26.9,,Yes,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
4,1,5,1.0,1,Phone Call,Arabic,2024-08,1,"[35, 40)",35,-1,1,8,11,26.9,,No,53.51454349999999,-113.624485,8.719939939619843,True,False,False,False,False,False,False,False,False
9,1,10,2.0,1,WhatsApp,Arabic,2023-11,1,"[35, 40)",0,0,1,11,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2023-12,1,"[35, 40)",31,0,1,12,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2024-01,1,"[35, 40)",29,0,1,1,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2024-02,1,"[35, 40)",34,0,1,2,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2024-03,1,"[35, 40)",28,0,1,3,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
11,1,12,2.0,1,WhatsApp,Arabic,2024-04,1,"[35, 40)",34,0,0,4,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2024-05,1,"[35, 40)",28,2,1,5,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2024-06,1,"[35, 40)",30,1,1,6,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,2,2.0,1,WhatsApp,Arabic,2024-06,1,"[35, 40)",0,1,1,6,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2024-07,1,"[35, 40)",38,10,1,7,11,28.0,,Yes,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
6,1,7,2.0,1,WhatsApp,Arabic,2024-08,1,"[35, 40)",28,8,1,8,11,28.0,,No,53.4478565,-113.4025955,13.15513627775707,True,False,False,False,False,False,False,False,True
4,1,5,5.0,1,"SMS , Email",Arabic,2023-11,1,"[35, 40)",0,0,1,11,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2023-12,1,"[35, 40)",31,0,1,12,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2024-01,1,"[35, 40)",36,-1,1,1,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2024-02,1,"[35, 40)",29,-1,1,2,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2024-03,1,"[35, 40)",28,-2,1,3,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2024-04,1,"[35, 40)",32,0,1,4,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2024-05,1,"[35, 40)",29,0,1,5,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2024-06,1,"[35, 40)",35,4,1,6,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,"SMS , Email",Arabic,2024-06,1,"[35, 40)",0,4,1,6,10,28.33333333333333,,Yes,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"SMS , Email",Arabic,2024-07,1,"[35, 40)",35,5,1,7,10,28.33333333333333,,No,53.5672787,-113.3932181,7.762515780701527,True,False,False,False,False,False,True,False,False
